,batting_team,bowling_team,city,current_score,pp,balls_left,wickets_left,crr,Top_Order,Middle_Order,Lower_Order,Tail,Pressure,Aggression_Mode,last_five,Death_Overs,runs_x
44525,West Indies,New Zealand,Wellington,151,0,5,5,7.878260869565217,0,0,1,0,0,1,56.0,1,159
51839,Sri Lanka,New Zealand,Auckland,103,0,26,3,6.574468085106383,0,0,0,1,1,0,36.0,1,142
22719,Pakistan,Bangladesh,Karachi,84,0,66,8,9.333333333333334,0,1,0,0,0,1,51.0,0,203
194,Australia,Sri Lanka,Adelaide,100,0,54,9,9.090909090909092,1,0,0,0,0,0,37.0,0,187
44260,Sri Lanka,Pakistan,Dubai,153,0,26,8,9.76595744680851,0,1,0,0,0,1,54.0,1,211
23196,South Africa,Australia,Centurion,80,0,50,7,6.857142857142857,0,1,0,0,1,0,36.0,0,156
2821,New Zealand,Australia,Auckland,94,0,54,4,8.545454545454545,0,0,0,1,0,0,31.0,0,150
49511,England,South Africa,Johannesburg,166,0,8,2,8.892857142857142,0,0,0,1,0,1,49.0,1,171
44601,England,India,Birmingham,85,0,52,7,7.5,0,1,0,0,0,0,36.0,0,180
17714,England,Pakistan,Bristol,70,0,54,6,6.363636363636363,0,0,1,0,1,0,29.0,0,144
47491,South Africa,Pakistan,Johannesburg,139,0,10,4,7.581818181818182,0,0,0,1,0,0,38.0,1,153
33661,India,West Indies,Trinidad,56,0,68,6,6.461538461538462,0,0,1,0,1,0,37.0,0,159
38424,West Indies,Australia,Colombo,91,0,47,8,7.47945205479452,0,1,0,0,0,0,34.0,0,205
25701,Pakistan,South Africa,Nottingham,132,0,18,6,7.764705882352941,0,0,1,0,0,0,37.0,1,149
19988,Bangladesh,Australia,Cape Town,112,0,17,4,6.524271844660194,0,0,0,1,1,0,33.0,1,123
53451,Pakistan,India,Kolkata,24,1,89,10,4.645161290322581,1,0,0,0,1,0,23.0,0,118
32733,India,South Africa,Durban,157,0,6,5,8.263157894736842,0,0,1,0,0,0,43.0,1,168
11379,Australia,Sri Lanka,Adelaide,123,0,54,9,11.181818181818182,1,0,0,0,0,1,66.0,0,233
25288,England,West Indies,London,82,0,61,8,8.338983050847459,0,1,0,0,0,0,39.0,0,161
13368,England,New Zealand,Napier,210,0,11,8,11.559633027522937,0,1,0,0,0,1,66.0,1,241
353,Bangladesh,New Zealand,Napier,100,0,25,4,6.315789473684211,0,0,0,1,1,0,30.0,1,141
5676,Pakistan,Sri Lanka,Lahore,88,0,51,9,7.6521739130434785,1,0,0,0,0,0,38.0,0,180
46742,Sri Lanka,New Zealand,Chittagong,98,0,18,3,5.764705882352941,0,0,0,1,1,0,25.0,1,119
37812,West Indies,New Zealand,Pallekele,98,0,44,6,7.7368421052631575,0,0,1,0,0,0,33.0,0,139
1152,India,England,Nagpur,37,1,90,9,7.4,1,0,0,0,0,0,37.0,0,144
8706,South Africa,Sri Lanka,Centurion,175,0,2,7,8.898305084745763,0,1,0,0,0,1,47.0,1,180
18936,West Indies,England,London,58,0,71,9,7.1020408163265305,1,0,0,0,0,0,27.0,0,169
50085,Pakistan,Bangladesh,Mirpur,75,0,48,8,6.25,0,1,0,0,1,0,40.0,0,141
44752,Sri Lanka,England,London,138,0,22,5,8.448979591836734,0,0,1,0,0,1,51.0,1,183
23297,Australia,South Africa,Melbourne,82,0,72,9,10.25,1,0,0,0,0,1,45.0,0,182
35794,West Indies,Bangladesh,Mirpur,97,0,32,7,6.613636363636363,0,1,0,0,1,0,34.0,0,132
18826,West Indies,England,London,109,0,53,8,9.761194029850746,0,1,0,0,0,0,43.0,0,208
36159,England,Afghanistan,Colombo,101,0,40,8,7.575,0,1,0,0,0,0,35.0,0,196
50785,India,Australia,Adelaide,41,1,90,8,8.2,0,1,0,0,0,0,37.0,0,188
22831,Australia,England,Manchester,48,0,78,9,6.857142857142857,1,0,0,0,1,0,36.0,0,145
7446,Pakistan,West Indies,Karachi,124,0,40,9,9.3,1,0,0,0,0,1,53.0,0,205
428,New Zealand,Bangladesh,Mount Maunganui,56,0,77,7,7.813953488372093,0,1,0,0,0,0,36.0,0,195
37463,West Indies,Sri Lanka,Pallekele,98,0,18,6,5.764705882352941,0,0,1,0,1,0,35.0,1,129
24901,South Africa,West Indies,London,54,1,86,10,9.529411764705882,1,0,0,0,0,1,53.0,0,183
13212,New Zealand,England,Wellington,117,0,43,6,9.116883116883116,0,0,1,0,0,1,48.0,0,176
16573,West Indies,New Zealand,Auckland,59,1,87,5,10.727272727272727,0,0,1,0,0,1,51.0,0,180
13795,India,New Zealand,Hamilton,142,0,19,7,8.435643564356436,0,1,0,0,0,0,44.0,1,179
42226,West Indies,Bangladesh,Mirpur,129,0,27,6,8.32258064516129,0,0,1,0,0,0,43.0,1,197
56189,Pakistan,Bangladesh,Mirpur,72,0,33,6,4.9655172413793105,0,0,1,0,1,0,42.0,0,129
47331,India,Sri Lanka,Mirpur,80,0,45,8,6.4,0,1,0,0,1,0,37.0,0,130
36329,West Indies,Australia,Colombo,113,0,40,7,8.475,0,1,0,0,0,0,32.0,0,191
46811,Bangladesh,Australia,Mirpur,54,0,68,8,6.230769230769231,0,1,0,0,1,0,41.0,0,153
6414,India,Sri Lanka,Colombo,56,0,73,8,7.148936170212766,0,1,0,0,0,1,46.0,0,174
37959,Sri Lanka,England,Pallekele,131,0,19,5,7.782178217821782,0,0,1,0,0,0,41.0,1,169
39092,Pakistan,Bangladesh,Mirpur,130,0,1,3,6.554621848739496,0,0,0,1,1,0,25.0,1,135
20304,New Zealand,England,Durban,34,0,75,6,4.533333333333333,0,0,1,0,1,0,18.0,0,164
30085,Sri Lanka,England,St Lucia,43,0,72,7,5.375,0,1,0,0,1,0,23.0,0,128
51203,England,Pakistan,Dubai,81,0,47,7,6.657534246575342,0,1,0,0,1,0,37.0,0,160
27542,Australia,West Indies,Hobart,129,0,27,5,8.32258064516129,0,0,1,0,0,0,28.0,1,179
1415,West Indies,India,Lauderhill,91,0,79,10,13.317073170731707,1,0,0,0,0,1,69.0,0,245
9525,Bangladesh,West Indies,Lauderhill,130,0,34,6,9.069767441860465,0,0,1,0,0,0,33.0,0,184
45282,Sri Lanka,South Africa,Chittagong,43,1,89,8,8.32258064516129,0,1,0,0,0,0,34.0,0,165
10775,Pakistan,New Zealand,Abu Dhabi,91,0,38,7,6.658536585365853,0,1,0,0,1,0,41.0,0,148
15516,Pakistan,England,Manchester,160,0,17,7,9.320388349514563,0,1,0,0,0,1,50.0,1,190
23719,England,West Indies,Trinidad,114,0,21,4,6.909090909090909,0,0,0,1,1,0,28.0,1,121
33789,South Africa,Australia,Cape Town,56,0,67,8,6.339622641509434,0,1,0,0,1,0,40.0,0,146
7323,Pakistan,West Indies,Karachi,122,0,42,8,9.384615384615385,0,1,0,0,0,1,47.0,0,203
45961,Sri Lanka,England,Chittagong,117,0,36,9,8.357142857142858,1,0,0,0,0,1,56.0,0,189
20975,Sri Lanka,Australia,Cape Town,77,0,30,3,5.133333333333334,0,0,0,1,1,0,33.0,0,101
10289,New Zealand,Sri Lanka,Auckland,102,0,31,4,6.876404494382022,0,0,0,1,1,1,45.0,0,179
12962,India,West Indies,Mumbai,137,0,47,9,11.26027397260274,1,0,0,0,0,1,52.0,0,240
45540,West Indies,India,Mirpur,30,0,83,10,4.864864864864865,1,0,0,0,1,0,27.0,0,129
44567,England,India,Birmingham,45,1,85,8,7.714285714285714,0,1,0,0,0,0,34.0,0,180
21115,Bangladesh,Pakistan,Cape Town,130,0,17,3,7.572815533980583,0,0,0,1,0,0,28.0,1,140
3348,Bangladesh,Sri Lanka,Colombo,139,0,25,7,8.778947368421052,0,1,0,0,0,0,34.0,1,176
56271,Sri Lanka,Pakistan,Mirpur,56,0,71,10,6.857142857142857,1,0,0,0,1,0,43.0,0,150
41778,Australia,Sri Lanka,Sydney,118,0,17,7,6.87378640776699,0,1,0,0,1,1,46.0,1,137
8620,South Africa,Sri Lanka,Centurion,39,1,84,9,6.5,1,0,0,0,1,0,32.0,0,180
35777,West Indies,Bangladesh,Mirpur,77,0,49,8,6.507042253521127,0,1,0,0,1,0,27.0,0,132
38429,West Indies,Australia,Colombo,100,0,43,8,7.792207792207792,0,1,0,0,0,0,41.0,0,205
35950,India,Afghanistan,Colombo,147,0,5,6,7.6695652173913045,0,0,1,0,0,0,38.0,1,159
17707,England,Pakistan,Bristol,59,0,61,6,6.0,0,0,1,0,1,0,20.0,0,144
30516,Bangladesh,New Zealand,Hamilton,72,0,22,2,4.408163265306122,0,0,0,1,1,0,19.0,1,78
5917,India,South Africa,Centurion,78,0,62,7,8.068965517241379,0,1,0,0,0,0,33.0,0,188
14665,Afghanistan,West Indies,Lucknow,114,0,24,6,7.125,0,0,1,0,0,0,43.0,1,156
55938,Bangladesh,Sri Lanka,Mirpur,90,0,36,7,6.428571428571429,0,1,0,0,1,0,37.0,0,147
11400,Australia,Sri Lanka,Adelaide,170,0,34,9,11.86046511627907,1,0,0,0,0,1,74.0,0,233
41103,New Zealand,England,Hamilton,54,1,85,10,9.257142857142858,1,0,0,0,0,1,45.0,0,192
40436,New Zealand,England,London,161,0,26,8,10.27659574468085,0,1,0,0,0,1,48.0,1,201
9155,Australia,India,Sydney,105,0,30,6,7.0,0,0,1,0,1,0,29.0,0,164
25224,England,India,London,145,0,3,4,7.435897435897436,0,0,0,1,0,1,45.0,1,153
30573,New Zealand,Australia,Wellington,40,0,70,7,4.8,0,1,0,0,1,0,31.0,0,118
332,Bangladesh,New Zealand,Napier,75,0,40,5,5.625,0,0,1,0,1,0,20.0,0,141
8055,Australia,Pakistan,Harare,146,0,24,7,9.125,0,1,0,0,0,0,44.0,1,183
9645,Pakistan,England,Cardiff,114,0,40,8,8.55,0,1,0,0,0,1,50.0,0,173
55409,England,West Indies,Kolkata,23,1,90,7,4.6,0,1,0,0,1,0,23.0,0,155
10185,New Zealand,India,Hamilton,196,0,8,6,10.5,0,0,1,0,0,1,56.0,1,212
1613,West Indies,India,Lauderhill,133,0,11,1,7.321100917431193,0,0,0,1,0,0,33.0,1,143
20058,South Africa,England,Cape Town,55,0,71,7,6.73469387755102,0,1,0,0,1,0,28.0,0,154
2944,West Indies,Pakistan,Barbados,49,0,54,4,4.454545454545454,0,0,0,1,1,0,14.0,0,111
4498,Pakistan,New Zealand,Auckland,187,0,10,8,10.2,0,1,0,0,0,1,56.0,1,201
36790,New Zealand,Sri Lanka,Pallekele,55,0,78,10,7.857142857142857,1,0,0,0,0,1,50.0,0,174
8542,Sri Lanka,South Africa,Cape Town,82,0,38,5,6.0,0,0,1,0,1,0,22.0,0,134
23444,South Africa,Australia,Brisbane,71,0,47,7,5.835616438356165,0,1,0,0,1,0,30.0,0,157
37935,Sri Lanka,England,Pallekele,96,0,42,7,7.384615384615385,0,1,0,0,0,0,39.0,0,169
7355,Pakistan,West Indies,Karachi,162,0,10,5,8.836363636363636,0,0,1,0,0,0,38.0,1,203
48726,England,Australia,Cardiff,84,0,49,8,7.098591549295775,0,1,0,0,0,1,48.0,0,182
720,South Africa,New Zealand,Auckland,138,0,31,7,9.303370786516854,0,1,0,0,0,0,40.0,0,185
28611,Pakistan,England,Barbados,77,0,58,8,7.451612903225806,0,1,0,0,0,0,36.0,0,147
13221,New Zealand,England,Wellington,123,0,34,5,8.581395348837209,0,0,1,0,0,0,38.0,0,176
23945,India,Bangladesh,Nottingham,105,0,40,9,7.875,1,0,0,0,0,0,41.0,0,180
34421,Australia,India,Melbourne,71,0,58,6,6.870967741935484,0,0,1,0,1,0,31.0,0,131
31381,Pakistan,New Zealand,Dubai,133,0,12,5,7.388888888888889,0,0,1,0,0,0,30.0,1,153
15729,Sri Lanka,Pakistan,Lahore,104,0,50,8,8.914285714285715,0,1,0,0,0,1,45.0,0,182
15778,Sri Lanka,Pakistan,Lahore,172,0,3,4,8.820512820512821,0,0,0,1,0,0,37.0,1,182
8370,Pakistan,South Africa,Centurion,52,0,82,8,8.210526315789474,0,1,0,0,0,0,43.0,0,168
44212,Sri Lanka,Pakistan,Dubai,68,0,68,10,7.846153846153846,1,0,0,0,0,0,39.0,0,211
48561,England,New Zealand,Manchester,52,1,88,9,9.75,1,0,0,0,0,1,52.0,0,191
37833,West Indies,New Zealand,Pallekele,116,0,24,4,7.25,0,0,0,1,0,0,27.0,1,139
16345,Australia,India,Sydney,91,0,60,8,9.1,0,1,0,0,0,0,36.0,0,194
42942,Australia,England,Hobart,106,0,56,9,9.9375,1,0,0,0,0,1,54.0,0,213
39581,West Indies,New Zealand,Lauderhill,165,0,14,8,9.339622641509434,0,1,0,0,0,1,57.0,1,209
23584,Australia,New Zealand,Sydney,104,0,31,6,7.01123595505618,0,0,1,0,0,0,38.0,0,150
6725,Sri Lanka,Bangladesh,Colombo,163,0,21,6,9.878787878787879,0,0,1,0,0,0,41.0,1,214
27729,Australia,Pakistan,Melbourne,45,1,87,9,8.181818181818182,1,0,0,0,0,0,41.0,0,127
564,New Zealand,Bangladesh,Mount Maunganui,52,0,64,7,5.571428571428571,0,1,0,0,1,0,18.0,0,194
52190,New Zealand,Pakistan,Wellington,106,0,47,7,8.712328767123287,0,1,0,0,0,0,43.0,0,196
12043,South Africa,England,Centurion,62,1,87,10,11.272727272727273,1,0,0,0,0,1,57.0,0,222
38330,Sri Lanka,Pakistan,Colombo,114,0,17,8,6.640776699029126,0,1,0,0,1,0,33.0,1,139
4984,India,England,Cardiff,113,0,15,5,6.457142857142857,0,0,1,0,1,0,33.0,1,148
25203,England,India,London,116,0,21,7,7.03030303030303,0,1,0,0,0,0,38.0,1,153
116,Australia,Sri Lanka,Melbourne,153,0,7,5,8.123893805309734,0,0,1,0,0,1,52.0,1,168
23051,Australia,South Africa,Johannesburg,60,0,70,8,7.2,0,1,0,0,0,0,44.0,0,166
41386,Australia,Pakistan,Dubai,56,0,45,5,4.48,0,0,1,0,1,0,16.0,0,89
50098,Pakistan,Bangladesh,Mirpur,90,0,37,7,6.506024096385542,0,1,0,0,1,0,40.0,0,141
12723,Bangladesh,India,Rajkot,104,0,41,6,7.89873417721519,0,0,1,0,0,0,39.0,0,153
27054,Bangladesh,West Indies,St Kitts,92,0,26,3,5.872340425531915,0,0,0,1,1,0,25.0,1,118
41398,Australia,Pakistan,Dubai,68,0,35,5,4.8,0,0,1,0,1,0,17.0,0,89
33909,Australia,South Africa,Johannesburg,34,0,74,8,4.434782608695652,0,1,0,0,1,0,27.0,0,147
31804,England,Pakistan,Dubai,38,1,86,9,6.705882352941177,1,0,0,0,1,0,36.0,0,148
20485,Australia,Pakistan,Johannesburg,150,0,18,6,8.823529411764707,0,0,1,0,0,1,51.0,1,164
18850,West Indies,England,London,149,0,32,6,10.159090909090908,0,0,1,0,0,1,52.0,0,208
46713,Sri Lanka,New Zealand,Chittagong,74,0,46,6,6.0,0,0,1,0,1,0,27.0,0,119
21888,New Zealand,England,Manchester,23,1,89,8,4.451612903225806,0,1,0,0,1,0,23.0,0,123
26128,New Zealand,West Indies,Auckland,50,0,81,8,7.6923076923076925,0,1,0,0,0,0,40.0,0,155
55362,India,West Indies,Mumbai,151,0,17,8,8.79611650485437,0,1,0,0,0,1,51.0,1,192
19955,Bangladesh,Australia,Cape Town,73,0,48,8,6.083333333333333,0,1,0,0,1,0,32.0,0,123
42327,India,Pakistan,Bangalore,88,0,46,9,7.135135135135135,1,0,0,0,0,0,37.0,0,133
44942,New Zealand,Sri Lanka,Pallekele,47,0,77,8,6.558139534883721,0,1,0,0,1,0,35.0,0,142
15156,England,Australia,Southampton,111,0,29,6,7.318681318681318,0,0,1,0,0,0,36.0,1,145
493,New Zealand,Bangladesh,Mount Maunganui,178,0,12,5,9.88888888888889,0,0,1,0,0,0,43.0,1,195
55368,India,West Indies,Mumbai,162,0,11,8,8.917431192660551,0,1,0,0,0,1,48.0,1,192
2734,England,New Zealand,Hamilton,148,0,18,6,8.705882352941176,0,0,1,0,0,0,31.0,1,194
45198,Pakistan,India,Mirpur,75,0,49,7,6.338028169014085,0,1,0,0,1,0,37.0,0,130
42462,Sri Lanka,Bangladesh,Pallekele,112,0,37,6,8.096385542168674,0,0,1,0,0,0,32.0,0,198
17495,England,Australia,Southampton,118,0,31,5,7.955056179775281,0,0,1,0,0,0,27.0,0,179
52195,New Zealand,Pakistan,Wellington,113,0,44,6,8.921052631578947,0,0,1,0,0,1,48.0,0,196
18473,New Zealand,Sri Lanka,Wellington,121,0,43,7,9.428571428571429,0,1,0,0,0,0,39.0,0,162
5085,England,India,Bristol,140,0,37,7,10.120481927710843,0,1,0,0,0,0,43.0,0,198
49741,South Africa,Bangladesh,Mirpur,130,0,24,7,8.125,0,1,0,0,0,0,28.0,1,169
38093,Pakistan,Australia,Colombo,132,0,10,6,7.2,0,0,1,0,0,0,36.0,1,149
24347,South Africa,New Zealand,London,109,0,14,4,6.169811320754717,0,0,0,1,1,0,44.0,1,128
32362,New Zealand,Sri Lanka,Lauderhill,94,0,22,4,5.755102040816326,0,0,0,1,1,0,34.0,1,120
25200,England,India,London,113,0,24,7,7.0625,0,1,0,0,0,0,38.0,1,153
8325,South Africa,Pakistan,Johannesburg,165,0,5,7,8.608695652173912,0,1,0,0,0,1,51.0,1,188
7278,Pakistan,West Indies,Karachi,56,1,84,9,9.333333333333334,1,0,0,0,0,0,43.0,0,203
22577,England,New Zealand,Christchurch,165,0,16,6,9.51923076923077,0,0,1,0,0,1,57.0,1,193
52048,Pakistan,New Zealand,Hamilton,56,0,64,8,6.0,0,1,0,0,1,0,27.0,0,168
5576,Sri Lanka,Pakistan,Abu Dhabi,99,0,29,9,6.527472527472527,1,0,0,0,1,0,31.0,1,124
11349,Australia,Sri Lanka,Adelaide,57,1,84,10,9.5,1,0,0,0,0,1,46.0,0,233
42862,South Africa,Sri Lanka,Hambantota,141,0,11,8,7.761467889908257,0,1,0,0,0,0,40.0,1,163
35801,West Indies,Bangladesh,Mirpur,105,0,25,7,6.631578947368421,0,1,0,0,1,0,35.0,1,132
6215,Sri Lanka,India,Mumbai,111,0,16,4,6.403846153846154,0,0,0,1,1,0,28.0,1,135
11644,Sri Lanka,Australia,Melbourne,104,0,30,6,6.933333333333334,0,0,1,0,1,0,39.0,0,142
46212,Bangladesh,India,Mirpur,83,0,40,5,6.225,0,0,1,0,1,0,36.0,0,138
29232,England,South Africa,Barbados,80,0,63,9,8.421052631578947,1,0,0,0,0,0,37.0,0,168
36366,West Indies,Australia,Colombo,185,0,4,4,9.568965517241379,0,0,0,1,0,1,60.0,1,191
24739,Sri Lanka,Pakistan,London,146,0,4,5,7.551724137931035,0,0,1,0,0,0,33.0,1,150
37722,Pakistan,India,Colombo,115,0,11,2,6.330275229357798,0,0,0,1,1,0,22.0,1,128
5077,England,India,Bristol,122,0,45,8,9.76,0,1,0,0,0,0,28.0,0,198
26447,India,New Zealand,Christchurch,132,0,13,3,7.401869158878505,0,0,0,1,0,0,32.0,1,162
20054,South Africa,England,Cape Town,53,0,75,7,7.066666666666666,0,1,0,0,0,0,30.0,0,154
39899,Pakistan,Sri Lanka,Hambantota,35,0,64,7,3.75,0,1,0,0,1,0,19.0,0,122
4840,England,India,Manchester,110,0,34,5,7.674418604651163,0,0,1,0,0,0,34.0,0,159
24689,Sri Lanka,Pakistan,London,89,0,52,8,7.852941176470588,0,1,0,0,0,0,22.0,0,150
20956,Sri Lanka,Australia,Cape Town,60,0,48,3,5.0,0,0,0,1,1,0,32.0,0,101
49096,South Africa,Australia,Melbourne,56,0,52,7,4.9411764705882355,0,1,0,0,1,0,15.0,0,101
49091,South Africa,Australia,Melbourne,52,0,57,7,4.9523809523809526,0,1,0,0,1,0,22.0,0,101
45730,South Africa,New Zealand,Chittagong,117,0,23,6,7.237113402061856,0,0,1,0,0,1,50.0,1,170
36443,Pakistan,New Zealand,Pallekele,110,0,48,9,9.166666666666666,1,0,0,0,0,1,49.0,0,177
19339,England,Australia,Cape Town,95,0,45,6,7.6,0,0,1,0,0,1,46.0,0,135
40820,New Zealand,South Africa,Durban,86,0,10,0,4.6909090909090905,0,0,0,1,1,0,24.0,1,86
54456,South Africa,West Indies,Nagpur,58,0,58,5,5.612903225806452,0,0,1,0,1,0,22.0,0,122
41064,England,New Zealand,Auckland,203,0,3,3,10.41025641025641,0,0,0,1,0,0,39.0,1,214
36027,New Zealand,Bangladesh,Pallekele,90,0,51,9,7.826086956521739,1,0,0,0,0,1,47.0,0,191
3882,Afghanistan,West Indies,St Kitts,56,0,71,8,6.857142857142857,0,1,0,0,1,0,27.0,0,146
41259,New Zealand,England,Wellington,76,0,51,7,6.608695652173913,0,1,0,0,1,0,40.0,0,139
21225,India,South Africa,Durban,98,0,29,6,6.461538461538462,0,0,1,0,1,0,37.0,1,153
4693,England,Australia,Birmingham,120,0,59,8,11.80327868852459,0,1,0,0,0,1,56.0,0,221
42099,New Zealand,Sri Lanka,Pallekele,25,0,67,5,2.830188679245283,0,0,1,0,1,0,14.0,0,74
4168,New Zealand,West Indies,Mount Maunganui,57,1,87,10,10.363636363636363,1,0,0,0,0,1,52.0,0,243
30324,Australia,England,Barbados,22,1,92,7,4.714285714285714,0,1,0,0,1,0,20.0,0,147
7602,West Indies,Pakistan,Karachi,140,0,5,5,7.304347826086956,0,0,1,0,0,1,50.0,1,153
3466,Pakistan,West Indies,Trinidad,108,0,28,6,7.043478260869565,0,0,1,0,0,0,29.0,1,137
41182,New Zealand,England,Hamilton,170,0,7,5,9.026548672566372,0,0,1,0,0,1,46.0,1,192
29850,India,Sri Lanka,St Lucia,83,0,63,9,8.736842105263158,1,0,0,0,0,1,48.0,0,163
55108,Sri Lanka,South Africa,Delhi,99,0,23,3,6.123711340206185,0,0,0,1,1,0,19.0,1,120
33437,Pakistan,South Africa,Abu Dhabi,84,0,44,5,6.631578947368421,0,0,1,0,1,0,38.0,0,119
21892,New Zealand,England,Manchester,33,1,85,8,5.6571428571428575,0,1,0,0,1,0,32.0,0,123
49641,South Africa,Bangladesh,Mirpur,148,0,0,6,7.4,0,0,1,0,0,0,43.0,1,148
42697,South Africa,Sri Lanka,Hambantota,72,0,51,7,6.260869565217392,0,1,0,0,1,0,39.0,0,145
35669,England,Pakistan,Abu Dhabi,84,0,31,6,5.662921348314606,0,0,1,0,1,0,22.0,0,129
25556,South Africa,India,Nottingham,82,0,40,8,6.15,0,1,0,0,1,0,23.0,0,130
46960,West Indies,Pakistan,Mirpur,74,0,47,6,6.082191780821918,0,0,1,0,1,0,29.0,0,166
8246,South Africa,Pakistan,Johannesburg,44,0,79,10,6.439024390243903,1,0,0,0,1,0,40.0,0,188
44336,New Zealand,West Indies,Auckland,62,0,71,8,7.591836734693878,0,1,0,0,0,0,30.0,0,189
19985,Bangladesh,Australia,Cape Town,108,0,19,4,6.415841584158416,0,0,0,1,1,0,35.0,1,123
49347,England,South Africa,Cape Town,81,0,43,4,6.311688311688312,0,0,0,1,1,0,27.0,0,134
22346,West Indies,South Africa,Johannesburg,123,0,5,3,6.417391304347826,0,0,0,1,1,0,44.0,1,131
43420,England,West Indies,Barbados,39,0,72,7,4.875,0,1,0,0,1,0,24.0,0,152
13486,New Zealand,India,Auckland,62,1,83,10,10.054054054054054,1,0,0,0,0,1,49.0,0,203
11584,Sri Lanka,Australia,Melbourne,34,1,90,8,6.8,0,1,0,0,1,0,32.0,0,142
36662,Bangladesh,Pakistan,Pallekele,61,0,83,8,9.891891891891891,0,1,0,0,0,1,48.0,0,175
11224,India,West Indies,Lucknow,51,0,82,10,8.052631578947368,1,0,0,0,0,1,45.0,0,195
17560,South Africa,New Zealand,Johannesburg,48,1,89,10,9.290322580645162,1,0,0,0,0,0,44.0,0,133
14854,England,Australia,Southampton,55,1,84,9,9.166666666666666,1,0,0,0,0,1,47.0,0,162
36357,West Indies,Australia,Colombo,164,0,13,5,9.19626168224299,0,0,1,0,0,1,53.0,1,191
7430,Pakistan,West Indies,Karachi,96,0,56,9,9.0,1,0,0,0,0,1,46.0,0,205
16149,Bangladesh,Pakistan,Lahore,128,0,7,5,6.79646017699115,0,0,1,0,1,0,32.0,1,141
36150,England,Afghanistan,Colombo,83,0,48,8,6.916666666666667,0,1,0,0,1,0,27.0,0,196
2706,England,New Zealand,Hamilton,118,0,46,7,9.567567567567568,0,1,0,0,0,1,59.0,0,194
40537,Australia,England,Southampton,133,0,50,8,11.4,0,1,0,0,0,1,63.0,0,248
25684,Pakistan,South Africa,Nottingham,113,0,35,7,7.976470588235294,0,1,0,0,0,1,47.0,0,149
27312,New Zealand,Sri Lanka,Colombo,122,0,14,6,6.90566037735849,0,0,1,0,1,0,33.0,1,141
740,South Africa,New Zealand,Auckland,171,0,11,5,9.412844036697248,0,0,1,0,0,1,53.0,1,185
41426,Australia,Pakistan,Dubai,87,0,7,2,4.619469026548672,0,0,0,1,1,0,21.0,1,89
17720,England,Pakistan,Bristol,81,0,48,6,6.75,0,0,1,0,1,0,37.0,0,144
34516,South Africa,New Zealand,Wellington,39,0,83,7,6.324324324324325,0,1,0,0,1,0,35.0,0,147
48447,New Zealand,Pakistan,Dubai,38,0,79,7,5.560975609756097,0,1,0,0,1,0,27.0,0,135
56074,Sri Lanka,India,Mirpur,97,0,26,6,6.191489361702128,0,0,1,0,1,0,40.0,1,138
4668,England,Australia,Birmingham,72,0,83,10,11.675675675675675,1,0,0,0,0,1,59.0,0,221
4020,Sri Lanka,India,Colombo,97,0,55,7,8.953846153846154,0,1,0,0,0,0,37.0,0,170
22331,West Indies,South Africa,Johannesburg,95,0,19,4,5.643564356435643,0,0,0,1,1,0,37.0,1,131
49875,New Zealand,South Africa,Durban,140,0,11,4,7.706422018348624,0,0,0,1,0,0,34.0,1,151
28149,India,South Africa,St Lucia,112,0,29,8,7.384615384615385,0,1,0,0,0,0,41.0,1,186
20456,Australia,Pakistan,Johannesburg,99,0,47,6,8.136986301369863,0,0,1,0,0,0,24.0,0,164
22972,South Africa,Bangladesh,Johannesburg,87,0,62,7,9.0,0,1,0,0,0,0,38.0,0,118
21709,Australia,New Zealand,Perth,113,0,39,7,8.37037037037037,0,1,0,0,0,1,48.0,0,186
28610,Pakistan,England,Barbados,76,0,59,8,7.475409836065574,0,1,0,0,0,0,36.0,0,147
21376,New Zealand,Pakistan,Cape Town,130,0,5,2,6.782608695652174,0,0,0,1,1,0,35.0,1,143
15505,Pakistan,England,Manchester,139,0,27,7,8.96774193548387,0,1,0,0,0,1,45.0,1,190
53482,Pakistan,India,Kolkata,51,0,59,8,5.016393442622951,0,1,0,0,1,0,26.0,0,118
17361,South Africa,England,Cape Town,96,0,38,7,7.024390243902439,0,1,0,0,0,0,34.0,0,191
35447,Pakistan,England,Dubai,128,0,10,5,6.9818181818181815,0,0,1,0,1,1,46.0,1,144
1169,India,England,Nagpur,56,0,75,9,7.466666666666667,1,0,0,0,0,0,41.0,0,144
37847,West Indies,New Zealand,Pallekele,136,0,10,2,7.418181818181818,0,0,0,1,0,0,34.0,1,139
40399,New Zealand,England,London,104,0,60,9,10.4,1,0,0,0,0,1,51.0,0,201
27427,New Zealand,Sri Lanka,Colombo,143,0,21,7,8.666666666666666,0,1,0,0,0,1,49.0,1,170
25220,England,India,London,142,0,6,5,7.473684210526316,0,0,1,0,0,1,45.0,1,153
4452,Pakistan,New Zealand,Auckland,107,0,47,8,8.794520547945206,0,1,0,0,0,1,45.0,0,201
8928,Australia,India,Brisbane,141,0,29,7,9.296703296703297,0,1,0,0,0,1,58.0,1,158
53252,Afghanistan,Sri Lanka,Kolkata,68,0,44,6,5.368421052631579,0,0,1,0,1,0,24.0,0,153
30198,Pakistan,Australia,St Lucia,32,1,89,10,6.193548387096774,1,0,0,0,1,0,32.0,0,191
13372,England,New Zealand,Napier,223,0,7,8,11.84070796460177,0,1,0,0,0,1,71.0,1,241
