,batting_team,bowling_team,city,current_score,pp,balls_left,wickets_left,crr,Top_Order,Middle_Order,Lower_Order,Tail,Pressure,Aggression_Mode,last_five,Death_Overs,runs_x
51712,New Zealand,Sri Lanka,Mount Maunganui,127,0,31,9,8.561797752808989,1,0,0,0,0,0,31.0,0,182
35531,England,Pakistan,Dubai,93,0,47,6,7.6438356164383565,0,0,1,0,0,0,43.0,0,150
9281,Bangladesh,West Indies,St Kitts,120,0,33,4,8.275862068965518,0,0,0,1,0,0,29.0,0,143
48491,New Zealand,Pakistan,Dubai,100,0,36,6,7.142857142857143,0,0,1,0,0,0,41.0,0,135
39929,Pakistan,Sri Lanka,Hambantota,72,0,35,6,5.08235294117647,0,0,1,0,1,0,37.0,0,122
43567,England,West Indies,Barbados,102,0,48,9,8.5,1,0,0,0,0,0,26.0,0,165
25281,England,West Indies,London,74,0,68,8,8.538461538461538,0,1,0,0,0,1,47.0,0,161
50127,Pakistan,Bangladesh,Mirpur,133,0,8,6,7.125,0,0,1,0,0,0,44.0,1,141
55176,New Zealand,England,Delhi,57,0,76,9,7.7727272727272725,1,0,0,0,0,0,38.0,0,153
35802,West Indies,Bangladesh,Mirpur,105,0,24,6,6.5625,0,0,1,0,1,0,35.0,1,132
26662,England,South Africa,Johannesburg,111,0,48,7,9.25,0,1,0,0,0,1,49.0,0,202
16982,Pakistan,New Zealand,Hamilton,74,0,49,6,6.253521126760563,0,0,1,0,1,0,28.0,0,163
43942,Pakistan,South Africa,Dubai,15,1,86,7,2.6470588235294117,0,1,0,0,1,0,15.0,0,98
25167,England,India,London,74,0,56,9,6.9375,1,0,0,0,1,0,35.0,0,153
40438,New Zealand,England,London,162,0,24,7,10.125,0,1,0,0,0,1,47.0,1,201
23905,India,Bangladesh,Nottingham,56,0,80,10,8.4,1,0,0,0,0,0,41.0,0,180
13481,New Zealand,India,Auckland,57,1,88,10,10.6875,1,0,0,0,0,1,51.0,0,203
39941,Pakistan,Sri Lanka,Hambantota,91,0,23,6,5.628865979381444,0,0,1,0,1,0,44.0,1,122
38688,West Indies,England,Nottingham,101,0,30,7,6.733333333333333,0,1,0,0,1,0,44.0,0,172
45099,Afghanistan,Bangladesh,Mirpur,60,0,43,4,4.675324675324675,0,0,0,1,1,0,18.0,0,72
27775,Australia,Pakistan,Melbourne,86,0,43,4,6.701298701298701,0,0,0,1,1,0,20.0,0,127
17686,England,Pakistan,Bristol,41,0,81,7,6.3076923076923075,0,1,0,0,1,0,37.0,0,144
36406,Pakistan,New Zealand,Pallekele,49,1,85,9,8.4,1,0,0,0,0,1,48.0,0,177
42913,Australia,England,Hobart,56,0,83,10,9.08108108108108,1,0,0,0,0,1,49.0,0,213
36011,New Zealand,Bangladesh,Pallekele,68,0,67,9,7.69811320754717,1,0,0,0,0,1,48.0,0,191
26020,India,New Zealand,Wellington,61,0,65,7,6.654545454545454,0,1,0,0,1,0,26.0,0,149
53814,Bangladesh,Australia,Bangalore,32,1,84,8,5.333333333333333,0,1,0,0,1,0,30.0,0,156
1920,West Indies,Pakistan,Abu Dhabi,30,0,73,7,3.8297872340425534,0,1,0,0,1,0,17.0,0,103
51952,Pakistan,New Zealand,Auckland,100,0,37,7,7.228915662650603,0,1,0,0,0,0,38.0,0,171
16384,Australia,India,Sydney,155,0,22,7,9.489795918367347,0,1,0,0,0,1,52.0,1,194
28914,Australia,India,Barbados,183,0,3,6,9.384615384615385,0,0,1,0,0,0,38.0,1,184
11934,England,South Africa,Durban,76,0,74,8,9.91304347826087,0,1,0,0,0,1,59.0,0,204
24807,India,West Indies,London,57,0,58,7,5.516129032258065,0,1,0,0,1,0,25.0,0,153
55927,Bangladesh,Sri Lanka,Mirpur,73,0,47,7,6.0,0,1,0,0,1,0,28.0,0,147
35913,India,Afghanistan,Colombo,93,0,39,7,6.888888888888889,0,1,0,0,1,0,33.0,0,159
48364,South Africa,West Indies,Durban,116,0,38,9,8.487804878048781,1,0,0,0,0,0,25.0,0,195
220,Australia,Sri Lanka,Adelaide,137,0,28,8,8.934782608695652,0,1,0,0,0,0,38.0,1,187
48178,Pakistan,Australia,Dubai,40,0,69,5,4.705882352941177,0,0,1,0,1,0,18.0,0,96
10280,New Zealand,Sri Lanka,Auckland,92,0,38,5,6.7317073170731705,0,0,1,0,1,1,45.0,0,179
54226,India,Bangladesh,Bangalore,84,0,42,8,6.461538461538462,0,1,0,0,1,0,35.0,0,146
21212,India,South Africa,Durban,79,0,42,6,6.076923076923077,0,0,1,0,1,0,33.0,0,153
837,South Africa,England,Southampton,86,0,35,7,6.070588235294117,0,1,0,0,1,0,30.0,0,142
8256,South Africa,Pakistan,Johannesburg,58,0,69,10,6.823529411764706,1,0,0,0,1,0,44.0,0,188
29737,New Zealand,England,St Lucia,70,0,52,7,6.176470588235294,0,1,0,0,1,0,30.0,0,149
55820,Pakistan,India,Mirpur,56,0,47,3,4.602739726027397,0,0,0,1,1,0,20.0,0,83
26437,India,New Zealand,Christchurch,119,0,22,3,7.285714285714286,0,0,0,1,0,0,30.0,1,162
34510,South Africa,New Zealand,Wellington,36,1,89,8,6.967741935483871,0,1,0,0,1,0,36.0,0,147
35949,India,Afghanistan,Colombo,143,0,4,6,7.396551724137931,0,0,1,0,0,0,35.0,1,159
40026,India,Sri Lanka,Pallekele,71,0,60,9,7.1,1,0,0,0,0,0,33.0,0,155
14920,England,Australia,Southampton,125,0,18,4,7.352941176470588,0,0,0,1,0,0,33.0,1,162
30266,Pakistan,Australia,St Lucia,132,0,24,7,8.25,0,1,0,0,0,0,43.0,1,191
11468,Sri Lanka,Australia,Brisbane,28,1,90,9,5.6,1,0,0,0,1,0,27.0,0,117
55488,England,West Indies,Kolkata,138,0,12,2,7.666666666666667,0,0,0,1,0,0,31.0,1,155
38027,Pakistan,Australia,Colombo,40,0,74,8,5.217391304347826,0,1,0,0,1,0,32.0,0,149
12382,Australia,South Africa,Cape Town,161,0,17,6,9.37864077669903,0,0,1,0,0,0,38.0,1,193
46689,Sri Lanka,New Zealand,Chittagong,50,0,69,7,5.882352941176471,0,1,0,0,1,0,21.0,0,119
44580,England,India,Birmingham,58,0,72,8,7.25,0,1,0,0,0,0,31.0,0,180
17380,South Africa,England,Cape Town,143,0,19,7,8.495049504950495,0,1,0,0,0,1,65.0,1,191
27506,Australia,West Indies,Hobart,95,0,62,7,9.827586206896552,0,1,0,0,0,1,61.0,0,179
32175,Australia,England,Melbourne,52,1,87,9,9.454545454545455,1,0,0,0,0,1,51.0,0,147
22092,Australia,India,Mumbai,156,0,8,6,8.357142857142858,0,0,1,0,0,0,43.0,1,166
358,Bangladesh,New Zealand,Napier,111,0,20,4,6.66,0,0,0,1,1,0,39.0,1,141
28543,Australia,Bangladesh,Barbados,136,0,2,4,6.915254237288136,0,0,0,1,1,1,54.0,1,141
26370,India,New Zealand,Christchurch,54,1,87,7,9.818181818181818,0,1,0,0,0,1,53.0,0,162
51967,Pakistan,New Zealand,Auckland,136,0,23,6,8.412371134020619,0,0,1,0,0,1,49.0,1,171
48457,New Zealand,Pakistan,Dubai,54,0,69,7,6.352941176470588,0,1,0,0,1,0,36.0,0,135
30710,New Zealand,Australia,Christchurch,83,0,55,6,7.661538461538462,0,0,1,0,0,0,22.0,0,214
46837,Bangladesh,Australia,Mirpur,97,0,42,8,7.461538461538462,0,1,0,0,0,1,46.0,0,153
5963,India,South Africa,Centurion,152,0,16,6,8.76923076923077,0,0,1,0,0,1,51.0,1,188
44199,Sri Lanka,Pakistan,Dubai,54,0,81,10,8.307692307692308,1,0,0,0,0,0,40.0,0,211
20726,New Zealand,South Africa,Durban,130,0,24,6,8.125,0,0,1,0,0,1,49.0,1,153
33144,England,Sri Lanka,Bristol,33,1,86,8,5.823529411764706,0,1,0,0,1,0,32.0,0,136
11527,Sri Lanka,Australia,Brisbane,93,0,31,3,6.269662921348314,0,0,0,1,1,0,28.0,0,117
53387,South Africa,England,Mumbai,164,0,31,7,11.0561797752809,0,1,0,0,0,1,45.0,0,229
21374,New Zealand,Pakistan,Cape Town,125,0,6,3,6.578947368421052,0,0,0,1,1,0,34.0,1,143
40131,England,India,Pune,66,0,78,9,9.428571428571429,1,0,0,0,0,1,55.0,0,157
18184,South Africa,Australia,Johannesburg,48,1,86,9,8.470588235294118,1,0,0,0,0,0,42.0,0,201
10652,Pakistan,Australia,Dubai,97,0,40,8,7.275,0,1,0,0,0,0,28.0,0,150
27081,Bangladesh,West Indies,St Kitts,118,0,0,1,5.851239669421488,0,0,0,1,1,0,31.0,1,118
36728,Bangladesh,Pakistan,Pallekele,141,0,19,6,8.376237623762377,0,0,1,0,0,0,35.0,1,175
51736,New Zealand,Sri Lanka,Mount Maunganui,167,0,7,6,8.867256637168142,0,0,1,0,0,1,51.0,1,182
23976,India,Bangladesh,Nottingham,157,0,10,7,8.563636363636364,0,1,0,0,0,1,51.0,1,180
29898,India,Sri Lanka,St Lucia,139,0,17,8,8.097087378640778,0,1,0,0,0,0,38.0,1,163
4479,Pakistan,New Zealand,Auckland,149,0,24,8,9.3125,0,1,0,0,0,1,45.0,1,201
6484,India,Sri Lanka,Colombo,165,0,4,6,8.53448275862069,0,0,1,0,0,1,49.0,1,174
15452,Pakistan,England,Manchester,60,0,77,8,8.372093023255815,0,1,0,0,0,1,47.0,0,190
27880,Afghanistan,India,St Lucia,56,0,51,7,4.869565217391305,0,1,0,0,1,0,26.0,0,115
37670,Pakistan,India,Colombo,59,0,61,5,6.0,0,0,1,0,1,0,23.0,0,128
48694,England,Australia,Cardiff,32,0,81,8,4.923076923076923,0,1,0,0,1,0,23.0,0,182
41006,England,New Zealand,Auckland,109,0,60,7,10.9,0,1,0,0,0,1,68.0,0,214
49068,South Africa,Australia,Melbourne,42,0,80,8,6.3,0,1,0,0,1,0,32.0,0,101
38258,Sri Lanka,Pakistan,Colombo,30,1,87,10,5.454545454545454,1,0,0,0,1,0,25.0,0,139
19496,India,Pakistan,Durban,132,0,11,3,7.26605504587156,0,0,0,1,0,1,47.0,1,141
40564,Australia,England,Southampton,203,0,23,8,12.556701030927835,0,1,0,0,0,1,74.0,1,248
7696,South Africa,Sri Lanka,Colombo,87,0,34,2,6.069767441860465,0,0,0,1,1,0,20.0,0,98
55223,New Zealand,England,Delhi,116,0,31,7,7.820224719101123,0,1,0,0,0,0,27.0,0,153
21695,Australia,New Zealand,Perth,84,0,53,7,7.522388059701493,0,1,0,0,0,0,34.0,0,186
56084,Sri Lanka,India,Mirpur,105,0,17,4,6.116504854368932,0,0,0,1,1,0,37.0,1,138
23848,Australia,West Indies,London,141,0,15,5,8.057142857142857,0,0,1,0,0,1,53.0,1,169
37026,South Africa,Pakistan,Colombo,28,1,87,8,5.090909090909091,0,1,0,0,1,0,25.0,0,133
21961,New Zealand,England,Manchester,98,0,16,3,5.653846153846154,0,0,0,1,1,0,27.0,1,123
37202,India,Australia,Colombo,96,0,33,5,6.620689655172414,0,0,1,0,1,0,27.0,0,140
49684,South Africa,Bangladesh,Mirpur,59,0,80,10,8.85,1,0,0,0,0,0,41.0,0,169
49092,South Africa,Australia,Melbourne,53,0,56,7,4.96875,0,1,0,0,1,0,22.0,0,101
33222,England,Sri Lanka,Bristol,128,0,11,4,7.045871559633028,0,0,0,1,0,0,27.0,1,136
38212,India,South Africa,Colombo,129,0,12,5,7.166666666666667,0,0,1,0,0,0,39.0,1,152
34643,New Zealand,South Africa,Hamilton,53,0,78,9,7.571428571428571,1,0,0,0,0,0,34.0,0,173
53379,South Africa,England,Mumbai,143,0,39,7,10.592592592592593,0,1,0,0,0,0,35.0,0,229
27908,Afghanistan,India,St Lucia,94,0,24,7,5.875,0,1,0,0,1,0,40.0,1,115
19058,West Indies,South Africa,Johannesburg,78,0,71,10,9.551020408163266,1,0,0,0,0,1,49.0,0,205
53468,Pakistan,India,Kolkata,38,0,73,9,4.851063829787234,1,0,0,0,1,0,26.0,0,118
16121,Bangladesh,Pakistan,Lahore,97,0,34,9,6.767441860465116,1,0,0,0,1,0,38.0,0,141
30252,Pakistan,Australia,St Lucia,111,0,38,8,8.121951219512194,0,1,0,0,0,0,30.0,0,191
3692,Afghanistan,West Indies,St Kitts,53,0,46,3,4.297297297297297,0,0,0,1,1,0,17.0,0,110
53113,Pakistan,Bangladesh,Kolkata,91,0,58,9,8.806451612903226,1,0,0,0,0,0,42.0,0,201
53291,Afghanistan,Sri Lanka,Kolkata,136,0,7,4,7.221238938053097,0,0,0,1,0,1,55.0,1,153
7908,Pakistan,Australia,Harare,103,0,48,8,8.583333333333334,0,1,0,0,0,1,45.0,0,194
30955,Pakistan,Australia,Birmingham,70,0,67,8,7.9245283018867925,0,1,0,0,0,0,42.0,0,162
22021,Australia,India,Mumbai,60,0,78,8,8.571428571428571,0,1,0,0,0,1,47.0,0,166
22953,South Africa,Bangladesh,Johannesburg,65,0,81,8,10.0,0,1,0,0,0,1,62.0,0,118
45629,West Indies,India,Mirpur,121,0,1,3,6.100840336134453,0,0,0,1,1,0,39.0,1,129
33692,India,West Indies,Trinidad,81,0,38,6,5.926829268292683,0,0,1,0,1,0,25.0,0,159
46572,India,Australia,Mirpur,64,0,57,7,6.095238095238095,0,1,0,0,1,0,25.0,0,159
8934,Australia,India,Brisbane,153,0,23,7,9.463917525773196,0,1,0,0,0,1,64.0,1,158
31839,England,Pakistan,Dubai,80,0,51,9,6.956521739130435,1,0,0,0,1,0,40.0,0,148
40921,Pakistan,South Africa,Centurion,168,0,23,7,10.391752577319588,0,1,0,0,0,1,51.0,1,195
28335,South Africa,Afghanistan,Barbados,49,1,86,8,8.647058823529411,0,1,0,0,0,0,41.0,0,139
24276,South Africa,New Zealand,London,43,1,85,10,7.371428571428571,1,0,0,0,0,0,39.0,0,128
51936,Pakistan,New Zealand,Auckland,81,0,53,7,7.253731343283582,0,1,0,0,0,0,29.0,0,171
29381,West Indies,India,Barbados,101,0,39,9,7.481481481481482,1,0,0,0,0,1,47.0,0,169
42299,India,Pakistan,Bangalore,52,0,74,10,6.782608695652174,1,0,0,0,1,0,40.0,0,133
3933,Afghanistan,West Indies,St Kitts,112,0,21,5,6.787878787878788,0,0,1,0,1,1,47.0,1,146
11868,Pakistan,Australia,Perth,92,0,19,2,5.465346534653466,0,0,0,1,1,0,24.0,1,106
42979,Australia,England,Hobart,167,0,22,7,10.224489795918368,0,1,0,0,0,1,51.0,1,213
17766,England,Pakistan,Bristol,131,0,4,3,6.775862068965517,0,0,0,1,1,0,34.0,1,144
20316,New Zealand,England,Durban,58,0,63,6,6.105263157894737,0,0,1,0,1,0,31.0,0,164
31261,Pakistan,New Zealand,Dubai,148,0,6,4,7.7894736842105265,0,0,0,1,0,0,37.0,1,161
22698,Pakistan,Bangladesh,Karachi,53,1,87,8,9.636363636363637,0,1,0,0,0,1,47.0,0,203
34795,South Africa,New Zealand,Auckland,107,0,50,7,9.17142857142857,0,1,0,0,0,1,50.0,0,165
17936,Australia,South Africa,Brisbane,50,1,82,10,7.894736842105263,1,0,0,0,0,0,44.0,0,209
21806,India,Australia,Melbourne,40,0,65,5,4.363636363636363,0,0,1,0,1,0,20.0,0,74
2219,England,Australia,Hobart,127,0,25,3,8.021052631578947,0,0,0,1,0,0,23.0,1,155
48995,Australia,South Africa,Adelaide,103,0,31,6,6.943820224719101,0,0,1,0,1,0,36.0,0,144
43208,Australia,England,Sydney,117,0,42,8,9.0,0,1,0,0,0,1,52.0,0,195
49615,South Africa,Bangladesh,Mirpur,108,0,25,6,6.821052631578947,0,0,1,0,1,0,32.0,1,148
10983,Pakistan,New Zealand,Dubai,42,0,75,9,5.6,1,0,0,0,1,0,35.0,0,166
40176,England,India,Pune,112,0,33,6,7.724137931034483,0,0,1,0,0,0,28.0,0,157
24399,Sri Lanka,West Indies,Nottingham,62,1,85,10,10.628571428571428,1,0,0,0,0,1,54.0,0,192
15647,Sri Lanka,Pakistan,Lahore,153,0,10,5,8.345454545454546,0,0,1,0,0,0,44.0,1,165
27432,New Zealand,Sri Lanka,Colombo,151,0,16,7,8.711538461538462,0,1,0,0,0,0,43.0,1,170
3867,Afghanistan,West Indies,St Kitts,48,1,85,8,8.228571428571428,0,1,0,0,0,0,42.0,0,146
17810,Sri Lanka,England,Southampton,58,1,84,10,9.666666666666666,1,0,0,0,0,1,53.0,0,163
16904,Pakistan,New Zealand,Auckland,141,0,7,2,7.486725663716814,0,0,0,1,0,1,52.0,1,153
14119,West Indies,India,Lauderhill,37,0,69,5,4.352941176470588,0,0,1,0,1,0,15.0,0,95
48196,Pakistan,Australia,Dubai,51,0,52,4,4.5,0,0,0,1,1,0,18.0,0,96
22385,England,New Zealand,Auckland,55,1,86,8,9.705882352941176,0,1,0,0,0,1,53.0,0,184
44515,West Indies,New Zealand,Wellington,136,0,15,6,7.771428571428571,0,0,1,0,0,1,51.0,1,159
43652,Australia,India,Rajkot,70,1,85,9,12.0,1,0,0,0,0,1,61.0,0,201
860,South Africa,England,Southampton,116,0,12,7,6.444444444444445,0,1,0,0,1,0,38.0,1,142
28865,Australia,India,Barbados,113,0,51,9,9.826086956521738,1,0,0,0,0,1,57.0,0,184
43559,England,West Indies,Barbados,98,0,56,10,9.1875,1,0,0,0,0,0,38.0,0,165
54985,Afghanistan,West Indies,Nagpur,90,0,22,5,5.510204081632653,0,0,1,0,1,0,35.0,1,123
20217,Pakistan,Sri Lanka,Johannesburg,119,0,37,7,8.602409638554217,0,1,0,0,0,1,62.0,0,189
17450,England,Australia,Southampton,63,0,76,8,8.590909090909092,0,1,0,0,0,1,48.0,0,179
32593,Pakistan,South Africa,Abu Dhabi,86,0,23,4,5.319587628865979,0,0,0,1,1,0,29.0,1,120
30498,Bangladesh,New Zealand,Hamilton,59,0,40,3,4.425,0,0,0,1,1,0,15.0,0,78
31850,England,Pakistan,Dubai,87,0,40,9,6.525,1,0,0,0,1,0,39.0,0,148
48515,New Zealand,Pakistan,Dubai,125,0,13,5,7.009345794392523,0,0,1,0,0,0,32.0,1,135
39316,West Indies,Australia,Barbados,144,0,26,4,9.191489361702128,0,0,0,1,0,0,29.0,1,160
33643,India,West Indies,Trinidad,44,1,85,9,7.542857142857143,1,0,0,0,0,0,41.0,0,159
14238,India,West Indies,Lauderhill,64,0,76,10,8.727272727272727,1,0,0,0,0,1,49.0,0,167
11621,Sri Lanka,Australia,Melbourne,71,0,53,8,6.358208955223881,0,1,0,0,1,0,29.0,0,142
11733,Pakistan,Australia,Sydney,64,0,61,8,6.508474576271187,0,1,0,0,1,0,30.0,0,107
41030,England,New Zealand,Auckland,152,0,37,7,10.987951807228916,0,1,0,0,0,1,57.0,0,214
25521,South Africa,India,Nottingham,55,0,75,9,7.333333333333333,1,0,0,0,0,0,32.0,0,130
42498,Sri Lanka,Bangladesh,Pallekele,190,0,5,5,9.91304347826087,0,0,1,0,0,1,70.0,1,198
490,New Zealand,Bangladesh,Mount Maunganui,174,0,15,5,9.942857142857143,0,0,1,0,0,1,53.0,1,195
25402,Sri Lanka,New Zealand,Nottingham,66,0,70,8,7.92,0,1,0,0,0,0,42.0,0,158
55094,Sri Lanka,South Africa,Delhi,89,0,36,4,6.357142857142857,0,0,0,1,1,0,18.0,0,120
35765,West Indies,Bangladesh,Mirpur,64,0,60,8,6.4,0,1,0,0,1,0,34.0,0,132
575,New Zealand,Bangladesh,Mount Maunganui,68,0,53,7,6.08955223880597,0,1,0,0,1,0,27.0,0,194
54426,South Africa,West Indies,Nagpur,36,1,88,7,6.75,0,1,0,0,1,0,34.0,0,122
54810,Australia,India,Chandigarh,73,0,71,8,8.938775510204081,0,1,0,0,0,0,35.0,0,160
6799,Sri Lanka,India,Colombo,75,0,72,8,9.375,0,1,0,0,0,0,41.0,0,152
17121,New Zealand,Pakistan,Napier,120,0,30,6,8.0,0,0,1,0,0,0,44.0,0,173
27571,Australia,West Indies,Hobart,179,0,0,2,8.95,0,0,0,1,0,1,51.0,1,179
351,Bangladesh,New Zealand,Napier,99,0,27,4,6.387096774193548,0,0,0,1,1,0,29.0,1,141
43083,England,Australia,Melbourne,92,0,41,4,6.987341772151899,0,0,0,1,1,0,31.0,0,130
37560,South Africa,Australia,Colombo,77,0,43,6,6.0,0,0,1,0,1,0,28.0,0,146
39172,West Indies,Australia,St Lucia,75,0,44,6,5.921052631578948,0,0,1,0,1,0,27.0,0,150
20740,New Zealand,South Africa,Durban,139,0,11,3,7.651376146788991,0,0,0,1,0,0,43.0,1,153
35019,West Indies,England,London,60,0,69,9,7.0588235294117645,1,0,0,0,0,0,28.0,0,125
27370,New Zealand,Sri Lanka,Colombo,54,0,78,10,7.714285714285714,1,0,0,0,0,0,41.0,0,170
40077,India,Sri Lanka,Pallekele,143,0,11,7,7.871559633027523,0,1,0,0,0,0,36.0,1,155
7429,Pakistan,West Indies,Karachi,96,0,57,9,9.142857142857142,1,0,0,0,0,1,47.0,0,205
15486,Pakistan,England,Manchester,110,0,45,8,8.8,0,1,0,0,0,1,46.0,0,190
41518,Pakistan,Australia,Dubai,98,0,34,7,6.837209302325581,0,1,0,0,1,0,42.0,0,151
31615,Sri Lanka,India,Chandigarh,156,0,30,5,10.4,0,0,1,0,0,1,48.0,0,206
34195,Sri Lanka,Australia,Pallekele,120,0,37,7,8.674698795180722,0,1,0,0,0,0,41.0,0,157
9518,Bangladesh,West Indies,Lauderhill,118,0,41,6,8.962025316455696,0,0,1,0,0,0,35.0,0,184
55372,India,West Indies,Mumbai,176,0,7,8,9.345132743362832,0,1,0,0,0,1,56.0,1,192
14255,India,West Indies,Lauderhill,77,0,59,9,7.573770491803279,1,0,0,0,0,0,38.0,0,167
9012,Australia,India,Melbourne,63,0,52,5,5.5588235294117645,0,0,1,0,1,0,22.0,0,132
22148,New Zealand,South Africa,Johannesburg,50,0,76,7,6.818181818181818,0,1,0,0,1,0,36.0,0,129
23424,South Africa,Australia,Brisbane,52,0,67,7,5.886792452830188,0,1,0,0,1,0,28.0,0,157
5686,Pakistan,Sri Lanka,Lahore,100,0,41,8,7.594936708860759,0,1,0,0,0,0,42.0,0,180
41256,New Zealand,England,Wellington,73,0,54,7,6.636363636363637,0,1,0,0,1,0,43.0,0,139
15175,England,Australia,Southampton,137,0,10,5,7.472727272727273,0,0,1,0,0,0,43.0,1,145
47847,Bangladesh,Sri Lanka,Chittagong,87,0,25,3,5.494736842105263,0,0,0,1,1,0,24.0,1,120
50252,Pakistan,Sri Lanka,Colombo,156,0,10,7,8.50909090909091,0,1,0,0,0,1,56.0,1,175
28012,Pakistan,Bangladesh,St Lucia,112,0,42,10,8.615384615384615,1,0,0,0,0,1,51.0,0,172
17930,Australia,South Africa,Brisbane,41,1,88,10,7.6875,1,0,0,0,0,0,41.0,0,209
7905,Pakistan,Australia,Harare,97,0,51,8,8.434782608695652,0,1,0,0,0,1,45.0,0,194
9865,West Indies,Bangladesh,Dhaka,100,0,77,8,13.953488372093023,0,1,0,0,0,1,68.0,0,190
55942,Bangladesh,Sri Lanka,Mirpur,93,0,32,7,6.340909090909091,0,1,0,0,1,0,38.0,0,147
13185,New Zealand,England,Wellington,77,0,70,8,9.24,0,1,0,0,0,1,53.0,0,176
53353,South Africa,England,Mumbai,115,0,65,8,12.545454545454545,0,1,0,0,0,1,61.0,0,229
37051,South Africa,Pakistan,Colombo,42,0,62,7,4.344827586206897,0,1,0,0,1,0,16.0,0,133
56536,Australia,Sri Lanka,Pallekele,199,0,23,8,12.309278350515465,0,1,0,0,0,1,75.0,1,263
15750,Sri Lanka,Pakistan,Lahore,135,0,29,8,8.901098901098901,0,1,0,0,0,0,43.0,1,182
47622,Pakistan,South Africa,Cape Town,167,0,5,7,8.71304347826087,0,1,0,0,0,0,40.0,1,176
52602,South Africa,Sri Lanka,Johannesburg,48,0,76,7,6.545454545454546,0,1,0,0,1,0,40.0,0,113
13133,New Zealand,England,Christchurch,153,0,0,5,7.65,0,0,1,0,0,1,48.0,1,153
34110,Sri Lanka,Australia,Pallekele,198,0,1,7,9.983193277310924,0,1,0,0,0,1,80.0,1,198
46940,West Indies,Pakistan,Mirpur,58,0,66,8,6.444444444444445,0,1,0,0,1,0,36.0,0,166
35242,Sri Lanka,Pakistan,Abu Dhabi,48,1,93,9,10.666666666666666,1,0,0,0,0,1,46.0,0,141
9547,Bangladesh,West Indies,Lauderhill,158,0,15,5,9.028571428571428,0,0,1,0,0,0,41.0,1,184
22184,New Zealand,South Africa,Johannesburg,81,0,41,5,6.151898734177215,0,0,1,0,1,0,23.0,0,129
23045,Australia,South Africa,Johannesburg,51,0,76,8,6.954545454545454,0,1,0,0,1,0,39.0,0,166
16948,Pakistan,New Zealand,Hamilton,33,0,83,7,5.351351351351352,0,1,0,0,1,0,23.0,0,163
51112,Australia,India,Sydney,169,0,16,6,9.75,0,0,1,0,0,1,57.0,1,197
20484,Australia,Pakistan,Johannesburg,149,0,19,6,8.851485148514852,0,0,1,0,0,1,54.0,1,164
44759,Sri Lanka,England,London,146,0,15,4,8.342857142857143,0,0,0,1,0,1,55.0,1,183
55003,Afghanistan,West Indies,Nagpur,116,0,5,3,6.052173913043478,0,0,0,1,1,1,49.0,1,123
24336,South Africa,New Zealand,London,94,0,25,5,5.936842105263158,0,0,1,0,1,0,31.0,1,128
17260,South Africa,England,Cape Town,149,0,16,6,8.596153846153847,0,0,1,0,0,0,44.0,1,179
19243,West Indies,Bangladesh,Johannesburg,126,0,18,6,7.411764705882353,0,0,1,0,0,0,37.0,1,164
52919,New Zealand,India,Nagpur,112,0,5,4,5.843478260869565,0,0,0,1,1,0,29.0,1,126
22038,Australia,India,Mumbai,79,0,61,8,8.033898305084746,0,1,0,0,0,0,37.0,0,166
48195,Pakistan,Australia,Dubai,50,0,53,4,4.477611940298507,0,0,0,1,1,0,17.0,0,96
28216,Australia,Pakistan,St Lucia,56,0,83,9,9.08108108108108,1,0,0,0,0,1,51.0,0,191
14294,India,West Indies,Lauderhill,132,0,22,6,8.081632653061224,0,0,1,0,0,0,37.0,1,167
41894,Sri Lanka,Australia,Melbourne,108,0,26,6,6.8936170212765955,0,0,1,0,1,1,45.0,1,161
54510,South Africa,West Indies,Nagpur,120,0,4,3,6.206896551724138,0,0,0,1,1,0,32.0,1,122
17234,South Africa,England,Cape Town,110,0,39,8,8.148148148148149,0,1,0,0,0,0,34.0,0,179
46599,India,Australia,Mirpur,97,0,31,6,6.53932584269663,0,0,1,0,1,0,38.0,0,159
25754,Sri Lanka,West Indies,London,43,1,85,10,7.371428571428571,1,0,0,0,0,0,40.0,0,158
54735,England,Sri Lanka,Delhi,117,0,22,7,7.163265306122449,0,1,0,0,0,0,37.0,1,171
54139,England,Afghanistan,Delhi,126,0,7,3,6.6902654867256635,0,0,0,1,1,1,45.0,1,142
6584,Bangladesh,India,Colombo,101,0,30,6,6.733333333333333,0,0,1,0,1,0,29.0,0,139
45593,West Indies,India,Mirpur,74,0,33,8,5.103448275862069,0,1,0,0,1,0,28.0,0,129
31132,Pakistan,England,Cardiff,108,0,12,6,6.0,0,0,1,0,1,0,31.0,1,126
14664,Afghanistan,West Indies,Lucknow,114,0,25,6,7.2,0,0,1,0,0,1,45.0,1,156
39139,West Indies,Australia,St Lucia,46,0,77,8,6.4186046511627906,0,1,0,0,1,0,27.0,0,150
10659,Pakistan,Australia,Dubai,103,0,33,8,7.103448275862069,0,1,0,0,0,0,30.0,0,150
7483,Pakistan,West Indies,Karachi,202,0,4,7,10.448275862068966,0,1,0,0,0,1,67.0,1,205
24041,England,Pakistan,London,81,0,73,8,10.340425531914894,0,1,0,0,0,1,59.0,0,185
9020,Australia,India,Melbourne,71,0,45,5,5.68,0,0,1,0,1,0,26.0,0,132
52147,New Zealand,Pakistan,Wellington,52,1,90,10,10.4,1,0,0,0,0,1,52.0,0,196
